id,gender,age,Mask,Class,img
001820,1,0,m,3,input/data/train/images/001820_female_Asian_22/mask5.jpg
001820,1,0,m,3,input/data/train/images/001820_female_Asian_22/mask3.jpg
004259,0,2,n,14,input/data/train/images/004259_male_Asian_60/normal.jpg
004259,0,2,i,8,input/data/train/images/004259_male_Asian_60/incorrect_mask.jpg
004259,0,2,m,2,input/data/train/images/004259_male_Asian_60/mask2.jpg
004259,0,2,m,2,input/data/train/images/004259_male_Asian_60/mask4.jpg
004259,0,2,m,2,input/data/train/images/004259_male_Asian_60/mask1.jpg
004259,0,2,m,2,input/data/train/images/004259_male_Asian_60/mask5.jpg
004259,0,2,m,2,input/data/train/images/004259_male_Asian_60/mask3.jpg
001700,0,1,n,13,input/data/train/images/001700_male_Asian_33/normal.jpg
001700,0,1,i,7,input/data/train/images/001700_male_Asian_33/incorrect_mask.jpg
001700,0,1,m,1,input/data/train/images/001700_male_Asian_33/mask2.jpg
001700,0,1,m,1,input/data/train/images/001700_male_Asian_33/mask4.jpg
001700,0,1,m,1,input/data/train/images/001700_male_Asian_33/mask1.jpg
001700,0,1,m,1,input/data/train/images/001700_male_Asian_33/mask5.jpg
001700,0,1,m,1,input/data/train/images/001700_male_Asian_33/mask3.jpg
003102,1,0,n,15,input/data/train/images/003102_female_Asian_20/normal.jpg
003102,1,0,i,9,input/data/train/images/003102_female_Asian_20/incorrect_mask.jpg
003102,1,0,m,3,input/data/train/images/003102_female_Asian_20/mask2.jpg
003102,1,0,m,3,input/data/train/images/003102_female_Asian_20/mask4.jpg
003102,1,0,m,3,input/data/train/images/003102_female_Asian_20/mask1.jpg
003102,1,0,m,3,input/data/train/images/003102_female_Asian_20/mask5.jpg
003102,1,0,m,3,input/data/train/images/003102_female_Asian_20/mask3.jpg
000313,1,1,n,16,input/data/train/images/000313_female_Asian_54/normal.jpg
000313,1,1,i,10,input/data/train/images/000313_female_Asian_54/incorrect_mask.jpg
000313,1,1,m,4,input/data/train/images/000313_female_Asian_54/mask2.jpg
000313,1,1,m,4,input/data/train/images/000313_female_Asian_54/mask4.jpg
000313,1,1,m,4,input/data/train/images/000313_female_Asian_54/mask1.jpg
000313,1,1,m,4,input/data/train/images/000313_female_Asian_54/mask5.jpg
000313,1,1,m,4,input/data/train/images/000313_female_Asian_54/mask3.jpg
003715,0,2,n,14,input/data/train/images/003715_male_Asian_60/normal.jpg
003715,0,2,i,8,input/data/train/images/003715_male_Asian_60/incorrect_mask.jpg
003715,0,2,m,2,input/data/train/images/003715_male_Asian_60/mask2.jpg
003715,0,2,m,2,input/data/train/images/003715_male_Asian_60/mask4.jpg
003715,0,2,m,2,input/data/train/images/003715_male_Asian_60/mask1.jpg
003715,0,2,m,2,input/data/train/images/003715_male_Asian_60/mask5.jpg
003715,0,2,m,2,input/data/train/images/003715_male_Asian_60/mask3.jpg
001454,1,1,n,16,input/data/train/images/001454_female_Asian_49/normal.jpg
001454,1,1,i,10,input/data/train/images/001454_female_Asian_49/incorrect_mask.jpg
001454,1,1,m,4,input/data/train/images/001454_female_Asian_49/mask2.jpg
001454,1,1,m,4,input/data/train/images/001454_female_Asian_49/mask4.jpg
001454,1,1,m,4,input/data/train/images/001454_female_Asian_49/mask1.jpg
001454,1,1,m,4,input/data/train/images/001454_female_Asian_49/mask5.jpg
001454,1,1,m,4,input/data/train/images/001454_female_Asian_49/mask3.jpg
004319,1,1,n,16,input/data/train/images/004319_female_Asian_59/normal.jpg
004319,1,1,i,10,input/data/train/images/004319_female_Asian_59/incorrect_mask.jpg
004319,1,1,m,4,input/data/train/images/004319_female_Asian_59/mask2.jpg
004319,1,1,m,4,input/data/train/images/004319_female_Asian_59/mask4.jpg
004319,1,1,m,4,input/data/train/images/004319_female_Asian_59/mask1.jpg
004319,1,1,m,4,input/data/train/images/004319_female_Asian_59/mask5.jpg
004319,1,1,m,4,input/data/train/images/004319_female_Asian_59/mask3.jpg
001756,0,1,n,13,input/data/train/images/001756_male_Asian_59/normal.jpg
001756,0,1,i,7,input/data/train/images/001756_male_Asian_59/incorrect_mask.jpg
001756,0,1,m,1,input/data/train/images/001756_male_Asian_59/mask2.jpg
001756,0,1,m,1,input/data/train/images/001756_male_Asian_59/mask4.jpg
001756,0,1,m,1,input/data/train/images/001756_male_Asian_59/mask1.jpg
001756,0,1,m,1,input/data/train/images/001756_male_Asian_59/mask5.jpg
001756,0,1,m,1,input/data/train/images/001756_male_Asian_59/mask3.jpg
001795,0,0,n,12,input/data/train/images/001795_male_Asian_27/normal.jpg
001795,0,0,i,6,input/data/train/images/001795_male_Asian_27/incorrect_mask.jpg
001795,0,0,m,0,input/data/train/images/001795_male_Asian_27/mask2.jpg
001795,0,0,m,0,input/data/train/images/001795_male_Asian_27/mask4.jpg
001795,0,0,m,0,input/data/train/images/001795_male_Asian_27/mask1.jpg
001795,0,0,m,0,input/data/train/images/001795_male_Asian_27/mask5.jpg
001795,0,0,m,0,input/data/train/images/001795_male_Asian_27/mask3.jpg
006354,1,0,n,15,input/data/train/images/006354_female_Asian_18/normal.jpg
006354,1,0,i,9,input/data/train/images/006354_female_Asian_18/incorrect_mask.jpg
006354,1,0,m,3,input/data/train/images/006354_female_Asian_18/mask2.jpg
006354,1,0,m,3,input/data/train/images/006354_female_Asian_18/mask4.jpg
006354,1,0,m,3,input/data/train/images/006354_female_Asian_18/mask1.jpg
006354,1,0,m,3,input/data/train/images/006354_female_Asian_18/mask5.jpg
006354,1,0,m,3,input/data/train/images/006354_female_Asian_18/mask3.jpg
005452,1,1,n,16,input/data/train/images/005452_female_Asian_58/normal.jpg
005452,1,1,i,10,input/data/train/images/005452_female_Asian_58/incorrect_mask.jpg
005452,1,1,m,4,input/data/train/images/005452_female_Asian_58/mask2.jpg
005452,1,1,m,4,input/data/train/images/005452_female_Asian_58/mask4.jpg
005452,1,1,m,4,input/data/train/images/005452_female_Asian_58/mask1.jpg
005452,1,1,m,4,input/data/train/images/005452_female_Asian_58/mask5.jpg
005452,1,1,m,4,input/data/train/images/005452_female_Asian_58/mask3.jpg
003508,0,1,n,13,input/data/train/images/003508_male_Asian_59/normal.jpg
003508,0,1,i,7,input/data/train/images/003508_male_Asian_59/incorrect_mask.jpg
003508,0,1,m,1,input/data/train/images/003508_male_Asian_59/mask2.jpg
003508,0,1,m,1,input/data/train/images/003508_male_Asian_59/mask4.jpg
003508,0,1,m,1,input/data/train/images/003508_male_Asian_59/mask1.jpg
003508,0,1,m,1,input/data/train/images/003508_male_Asian_59/mask5.jpg
003508,0,1,m,1,input/data/train/images/003508_male_Asian_59/mask3.jpg
003087,1,0,n,15,input/data/train/images/003087_female_Asian_19/normal.jpg
003087,1,0,i,9,input/data/train/images/003087_female_Asian_19/incorrect_mask.jpg
003087,1,0,m,3,input/data/train/images/003087_female_Asian_19/mask2.jpg
003087,1,0,m,3,input/data/train/images/003087_female_Asian_19/mask4.jpg
003087,1,0,m,3,input/data/train/images/003087_female_Asian_19/mask1.jpg
003087,1,0,m,3,input/data/train/images/003087_female_Asian_19/mask5.jpg
003087,1,0,m,3,input/data/train/images/003087_female_Asian_19/mask3.jpg
006397,0,0,n,12,input/data/train/images/006397_male_Asian_19/normal.jpg
006397,0,0,i,6,input/data/train/images/006397_male_Asian_19/incorrect_mask.jpg
006397,0,0,m,0,input/data/train/images/006397_male_Asian_19/mask2.jpg
006397,0,0,m,0,input/data/train/images/006397_male_Asian_19/mask4.jpg
006397,0,0,m,0,input/data/train/images/006397_male_Asian_19/mask1.jpg
006397,0,0,m,0,input/data/train/images/006397_male_Asian_19/mask5.jpg
006397,0,0,m,0,input/data/train/images/006397_male_Asian_19/mask3.jpg
006142,0,0,m,0,input/data/train/images/006142_male_Asian_19/mask3.png
006142,0,0,m,0,input/data/train/images/006142_male_Asian_19/mask2.png
006142,0,0,n,12,input/data/train/images/006142_male_Asian_19/normal.png
006142,0,0,i,6,input/data/train/images/006142_male_Asian_19/incorrect_mask.png
006142,0,0,m,0,input/data/train/images/006142_male_Asian_19/mask5.png
006142,0,0,m,0,input/data/train/images/006142_male_Asian_19/mask1.png
006142,0,0,m,0,input/data/train/images/006142_male_Asian_19/mask4.png
000001,1,1,n,16,input/data/train/images/000001_female_Asian_45/normal.jpg
000001,1,1,i,10,input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg
000001,1,1,m,4,input/data/train/images/000001_female_Asian_45/mask2.jpg
000001,1,1,m,4,input/data/train/images/000001_female_Asian_45/mask4.jpg
000001,1,1,m,4,input/data/train/images/000001_female_Asian_45/mask1.jpg
000001,1,1,m,4,input/data/train/images/000001_female_Asian_45/mask5.jpg
000001,1,1,m,4,input/data/train/images/000001_female_Asian_45/mask3.jpg
005274,0,0,n,12,input/data/train/images/005274_male_Asian_20/normal.jpg
005274,0,0,i,6,input/data/train/images/005274_male_Asian_20/incorrect_mask.jpg
005274,0,0,m,0,input/data/train/images/005274_male_Asian_20/mask2.jpg
005274,0,0,m,0,input/data/train/images/005274_male_Asian_20/mask4.jpg
005274,0,0,m,0,input/data/train/images/005274_male_Asian_20/mask1.jpg
005274,0,0,m,0,input/data/train/images/005274_male_Asian_20/mask5.jpg
005274,0,0,m,0,input/data/train/images/005274_male_Asian_20/mask3.jpg
005040,0,1,n,13,input/data/train/images/005040_male_Asian_30/normal.jpg
005040,0,1,i,7,input/data/train/images/005040_male_Asian_30/incorrect_mask.jpg
005040,0,1,m,1,input/data/train/images/005040_male_Asian_30/mask2.jpg
005040,0,1,m,1,input/data/train/images/005040_male_Asian_30/mask4.jpg
005040,0,1,m,1,input/data/train/images/005040_male_Asian_30/mask1.jpg
005040,0,1,m,1,input/data/train/images/005040_male_Asian_30/mask5.jpg
005040,0,1,m,1,input/data/train/images/005040_male_Asian_30/mask3.jpg
003764,1,1,n,16,input/data/train/images/003764_female_Asian_49/normal.jpg
003764,1,1,i,10,input/data/train/images/003764_female_Asian_49/incorrect_mask.jpg
003764,1,1,m,4,input/data/train/images/003764_female_Asian_49/mask2.jpg
003764,1,1,m,4,input/data/train/images/003764_female_Asian_49/mask4.jpg
003764,1,1,m,4,input/data/train/images/003764_female_Asian_49/mask1.jpg
003764,1,1,m,4,input/data/train/images/003764_female_Asian_49/mask5.jpg
003764,1,1,m,4,input/data/train/images/003764_female_Asian_49/mask3.jpg
003006,1,0,n,15,input/data/train/images/003006_female_Asian_19/normal.jpg
003006,1,0,i,9,input/data/train/images/003006_female_Asian_19/incorrect_mask.jpg
003006,1,0,m,3,input/data/train/images/003006_female_Asian_19/mask2.jpg
003006,1,0,m,3,input/data/train/images/003006_female_Asian_19/mask4.jpg
003006,1,0,m,3,input/data/train/images/003006_female_Asian_19/mask1.jpg
003006,1,0,m,3,input/data/train/images/003006_female_Asian_19/mask5.jpg
003006,1,0,m,3,input/data/train/images/003006_female_Asian_19/mask3.jpg
001373,0,0,n,12,input/data/train/images/001373_male_Asian_23/normal.jpg
001373,0,0,i,6,input/data/train/images/001373_male_Asian_23/incorrect_mask.jpg
001373,0,0,m,0,input/data/train/images/001373_male_Asian_23/mask2.jpg
001373,0,0,m,0,input/data/train/images/001373_male_Asian_23/mask4.jpg
001373,0,0,m,0,input/data/train/images/001373_male_Asian_23/mask1.jpg
001373,0,0,m,0,input/data/train/images/001373_male_Asian_23/mask5.jpg
001373,0,0,m,0,input/data/train/images/001373_male_Asian_23/mask3.jpg
006059,1,0,m,3,input/data/train/images/006059_female_Asian_18/mask3.png
006059,1,0,m,3,input/data/train/images/006059_female_Asian_18/mask2.png
006059,1,0,n,15,input/data/train/images/006059_female_Asian_18/normal.png
006059,1,0,i,9,input/data/train/images/006059_female_Asian_18/incorrect_mask.png
006059,1,0,m,3,input/data/train/images/006059_female_Asian_18/mask5.png
006059,1,0,m,3,input/data/train/images/006059_female_Asian_18/mask1.png
006059,1,0,m,3,input/data/train/images/006059_female_Asian_18/mask4.png
004443,0,0,n,12,input/data/train/images/004443_male_Asian_18/normal.jpg
004443,0,0,i,6,input/data/train/images/004443_male_Asian_18/incorrect_mask.jpg
004443,0,0,m,0,input/data/train/images/004443_male_Asian_18/mask2.jpg
004443,0,0,m,0,input/data/train/images/004443_male_Asian_18/mask4.jpg
004443,0,0,m,0,input/data/train/images/004443_male_Asian_18/mask1.jpg
004443,0,0,m,0,input/data/train/images/004443_male_Asian_18/mask5.jpg
004443,0,0,m,0,input/data/train/images/004443_male_Asian_18/mask3.jpg
006218,0,0,m,0,input/data/train/images/006218_male_Asian_20/mask3.png
006218,0,0,m,0,input/data/train/images/006218_male_Asian_20/mask2.png
006218,0,0,n,12,input/data/train/images/006218_male_Asian_20/normal.png
006218,0,0,i,6,input/data/train/images/006218_male_Asian_20/incorrect_mask.png
006218,0,0,m,0,input/data/train/images/006218_male_Asian_20/mask5.png
006218,0,0,m,0,input/data/train/images/006218_male_Asian_20/mask1.png
006218,0,0,m,0,input/data/train/images/006218_male_Asian_20/mask4.png
003444,1,1,n,16,input/data/train/images/003444_female_Asian_57/normal.jpg
003444,1,1,i,10,input/data/train/images/003444_female_Asian_57/incorrect_mask.jpg
003444,1,1,m,4,input/data/train/images/003444_female_Asian_57/mask2.jpg
003444,1,1,m,4,input/data/train/images/003444_female_Asian_57/mask4.jpg
003444,1,1,m,4,input/data/train/images/003444_female_Asian_57/mask1.jpg
003444,1,1,m,4,input/data/train/images/003444_female_Asian_57/mask5.jpg
003444,1,1,m,4,input/data/train/images/003444_female_Asian_57/mask3.jpg
001085,0,0,n,12,input/data/train/images/001085_male_Asian_26/normal.jpg
001085,0,0,i,6,input/data/train/images/001085_male_Asian_26/incorrect_mask.jpg
001085,0,0,m,0,input/data/train/images/001085_male_Asian_26/mask2.jpg
001085,0,0,m,0,input/data/train/images/001085_male_Asian_26/mask4.jpg
001085,0,0,m,0,input/data/train/images/001085_male_Asian_26/mask1.jpg
001085,0,0,m,0,input/data/train/images/001085_male_Asian_26/mask5.jpg
001085,0,0,m,0,input/data/train/images/001085_male_Asian_26/mask3.jpg
001054,1,0,n,15,input/data/train/images/001054_female_Asian_24/normal.jpg
001054,1,0,i,9,input/data/train/images/001054_female_Asian_24/incorrect_mask.jpg
001054,1,0,m,3,input/data/train/images/001054_female_Asian_24/mask2.jpg
001054,1,0,m,3,input/data/train/images/001054_female_Asian_24/mask4.jpg
001054,1,0,m,3,input/data/train/images/001054_female_Asian_24/mask1.jpg
001054,1,0,m,3,input/data/train/images/001054_female_Asian_24/mask5.jpg
001054,1,0,m,3,input/data/train/images/001054_female_Asian_24/mask3.jpg
005495,1,1,n,16,input/data/train/images/005495_female_Asian_48/normal.jpg
005495,1,1,i,10,input/data/train/images/005495_female_Asian_48/incorrect_mask.jpg
005495,1,1,m,4,input/data/train/images/005495_female_Asian_48/mask2.jpg
005495,1,1,m,4,input/data/train/images/005495_female_Asian_48/mask4.jpg
005495,1,1,m,4,input/data/train/images/005495_female_Asian_48/mask1.jpg
005495,1,1,m,4,input/data/train/images/005495_female_Asian_48/mask5.jpg
005495,1,1,m,4,input/data/train/images/005495_female_Asian_48/mask3.jpg
003265,1,0,n,15,input/data/train/images/003265_female_Asian_20/normal.jpg
003265,1,0,i,9,input/data/train/images/003265_female_Asian_20/incorrect_mask.jpg
003265,1,0,m,3,input/data/train/images/003265_female_Asian_20/mask2.jpg
003265,1,0,m,3,input/data/train/images/003265_female_Asian_20/mask4.jpg
003265,1,0,m,3,input/data/train/images/003265_female_Asian_20/mask1.jpg
003265,1,0,m,3,input/data/train/images/003265_female_Asian_20/mask5.jpg
003265,1,0,m,3,input/data/train/images/003265_female_Asian_20/mask3.jpg
000714,1,1,n,16,input/data/train/images/000714_female_Asian_51/normal.jpg
000714,1,1,i,10,input/data/train/images/000714_female_Asian_51/incorrect_mask.jpg
000714,1,1,m,4,input/data/train/images/000714_female_Asian_51/mask2.jpg
000714,1,1,m,4,input/data/train/images/000714_female_Asian_51/mask4.jpg
000714,1,1,m,4,input/data/train/images/000714_female_Asian_51/mask1.jpg
000714,1,1,m,4,input/data/train/images/000714_female_Asian_51/mask5.jpg
000714,1,1,m,4,input/data/train/images/000714_female_Asian_51/mask3.jpg
005065,1,1,n,16,input/data/train/images/005065_female_Asian_49/normal.jpg
005065,1,1,i,10,input/data/train/images/005065_female_Asian_49/incorrect_mask.jpg
005065,1,1,m,4,input/data/train/images/005065_female_Asian_49/mask2.jpg
005065,1,1,m,4,input/data/train/images/005065_female_Asian_49/mask4.jpg
005065,1,1,m,4,input/data/train/images/005065_female_Asian_49/mask1.jpg
005065,1,1,m,4,input/data/train/images/005065_female_Asian_49/mask5.jpg
005065,1,1,m,4,input/data/train/images/005065_female_Asian_49/mask3.jpg
004026,0,1,n,13,input/data/train/images/004026_male_Asian_59/normal.jpg
004026,0,1,i,7,input/data/train/images/004026_male_Asian_59/incorrect_mask.jpg
004026,0,1,m,1,input/data/train/images/004026_male_Asian_59/mask2.jpg
004026,0,1,m,1,input/data/train/images/004026_male_Asian_59/mask4.jpg
004026,0,1,m,1,input/data/train/images/004026_male_Asian_59/mask1.jpg
004026,0,1,m,1,input/data/train/images/004026_male_Asian_59/mask5.jpg
004026,0,1,m,1,input/data/train/images/004026_male_Asian_59/mask3.jpg
000722,1,1,n,16,input/data/train/images/000722_female_Asian_56/normal.jpg
000722,1,1,i,10,input/data/train/images/000722_female_Asian_56/incorrect_mask.jpg
000722,1,1,m,4,input/data/train/images/000722_female_Asian_56/mask2.jpg
000722,1,1,m,4,input/data/train/images/000722_female_Asian_56/mask4.jpg
000722,1,1,m,4,input/data/train/images/000722_female_Asian_56/mask1.jpg
000722,1,1,m,4,input/data/train/images/000722_female_Asian_56/mask5.jpg
000722,1,1,m,4,input/data/train/images/000722_female_Asian_56/mask3.jpg
001476,0,1,n,13,input/data/train/images/001476_male_Asian_58/normal.jpg
001476,0,1,i,7,input/data/train/images/001476_male_Asian_58/incorrect_mask.jpg
001476,0,1,m,1,input/data/train/images/001476_male_Asian_58/mask2.jpg
001476,0,1,m,1,input/data/train/images/001476_male_Asian_58/mask4.jpg
001476,0,1,m,1,input/data/train/images/001476_male_Asian_58/mask1.jpg
001476,0,1,m,1,input/data/train/images/001476_male_Asian_58/mask5.jpg
001476,0,1,m,1,input/data/train/images/001476_male_Asian_58/mask3.jpg
000048,1,1,n,16,input/data/train/images/000048_female_Asian_57/normal.jpg
000048,1,1,i,10,input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg
000048,1,1,m,4,input/data/train/images/000048_female_Asian_57/mask2.jpg
000048,1,1,m,4,input/data/train/images/000048_female_Asian_57/mask4.jpg
000048,1,1,m,4,input/data/train/images/000048_female_Asian_57/mask1.jpg
000048,1,1,m,4,input/data/train/images/000048_female_Asian_57/mask5.jpg
000048,1,1,m,4,input/data/train/images/000048_female_Asian_57/mask3.jpg
001444,0,2,n,14,input/data/train/images/001444_male_Asian_60/normal.jpg
001444,0,2,i,8,input/data/train/images/001444_male_Asian_60/incorrect_mask.jpg
001444,0,2,m,2,input/data/train/images/001444_male_Asian_60/mask2.jpg
001444,0,2,m,2,input/data/train/images/001444_male_Asian_60/mask4.jpg
001444,0,2,m,2,input/data/train/images/001444_male_Asian_60/mask1.jpg
001444,0,2,m,2,input/data/train/images/001444_male_Asian_60/mask5.jpg
001444,0,2,m,2,input/data/train/images/001444_male_Asian_60/mask3.jpg
003097,1,0,n,15,input/data/train/images/003097_female_Asian_20/normal.jpg
003097,1,0,i,9,input/data/train/images/003097_female_Asian_20/incorrect_mask.jpg
003097,1,0,m,3,input/data/train/images/003097_female_Asian_20/mask2.jpg
003097,1,0,m,3,input/data/train/images/003097_female_Asian_20/mask4.jpg
003097,1,0,m,3,input/data/train/images/003097_female_Asian_20/mask1.jpg
003097,1,0,m,3,input/data/train/images/003097_female_Asian_20/mask5.jpg
003097,1,0,m,3,input/data/train/images/003097_female_Asian_20/mask3.jpg
001129,0,0,n,12,input/data/train/images/001129_male_Asian_20/normal.jpg
001129,0,0,i,6,input/data/train/images/001129_male_Asian_20/incorrect_mask.jpg
001129,0,0,m,0,input/data/train/images/001129_male_Asian_20/mask2.jpg
001129,0,0,m,0,input/data/train/images/001129_male_Asian_20/mask4.jpg
001129,0,0,m,0,input/data/train/images/001129_male_Asian_20/mask1.jpg
001129,0,0,m,0,input/data/train/images/001129_male_Asian_20/mask5.jpg
001129,0,0,m,0,input/data/train/images/001129_male_Asian_20/mask3.jpg
005261,0,0,n,12,input/data/train/images/005261_male_Asian_20/normal.jpg
005261,0,0,i,6,input/data/train/images/005261_male_Asian_20/incorrect_mask.jpg
005261,0,0,m,0,input/data/train/images/005261_male_Asian_20/mask2.jpg
005261,0,0,m,0,input/data/train/images/005261_male_Asian_20/mask4.jpg
005261,0,0,m,0,input/data/train/images/005261_male_Asian_20/mask1.jpg
005261,0,0,m,0,input/data/train/images/005261_male_Asian_20/mask5.jpg
005261,0,0,m,0,input/data/train/images/005261_male_Asian_20/mask3.jpg
000511,1,1,n,16,input/data/train/images/000511_female_Asian_55/normal.jpg
000511,1,1,i,10,input/data/train/images/000511_female_Asian_55/incorrect_mask.jpg
000511,1,1,m,4,input/data/train/images/000511_female_Asian_55/mask2.jpg
000511,1,1,m,4,input/data/train/images/000511_female_Asian_55/mask4.jpg
000511,1,1,m,4,input/data/train/images/000511_female_Asian_55/mask1.jpg
000511,1,1,m,4,input/data/train/images/000511_female_Asian_55/mask5.jpg
000511,1,1,m,4,input/data/train/images/000511_female_Asian_55/mask3.jpg
003727,0,2,n,14,input/data/train/images/003727_male_Asian_60/normal.jpg
003727,0,2,i,8,input/data/train/images/003727_male_Asian_60/incorrect_mask.jpg
003727,0,2,m,2,input/data/train/images/003727_male_Asian_60/mask2.jpg
003727,0,2,m,2,input/data/train/images/003727_male_Asian_60/mask4.jpg
003727,0,2,m,2,input/data/train/images/003727_male_Asian_60/mask1.jpg
003727,0,2,m,2,input/data/train/images/003727_male_Asian_60/mask5.jpg
003727,0,2,m,2,input/data/train/images/003727_male_Asian_60/mask3.jpg
000826,1,1,n,16,input/data/train/images/000826_female_Asian_55/normal.jpg
000826,1,1,i,10,input/data/train/images/000826_female_Asian_55/incorrect_mask.jpg
000826,1,1,m,4,input/data/train/images/000826_female_Asian_55/mask2.jpg
000826,1,1,m,4,input/data/train/images/000826_female_Asian_55/mask4.jpg
000826,1,1,m,4,input/data/train/images/000826_female_Asian_55/mask1.jpg
000826,1,1,m,4,input/data/train/images/000826_female_Asian_55/mask5.jpg
000826,1,1,m,4,input/data/train/images/000826_female_Asian_55/mask3.jpg
003508-1,1,2,n,17,input/data/train/images/003508-1_female_Asian_60/normal.jpg
003508-1,1,2,i,11,input/data/train/images/003508-1_female_Asian_60/incorrect_mask.jpg
003508-1,1,2,m,5,input/data/train/images/003508-1_female_Asian_60/mask2.jpg
003508-1,1,2,m,5,input/data/train/images/003508-1_female_Asian_60/mask4.jpg
003508-1,1,2,m,5,input/data/train/images/003508-1_female_Asian_60/mask1.jpg
003508-1,1,2,m,5,input/data/train/images/003508-1_female_Asian_60/mask5.jpg
003508-1,1,2,m,5,input/data/train/images/003508-1_female_Asian_60/mask3.jpg
001152,0,2,n,14,input/data/train/images/001152_male_Asian_60/normal.jpg
001152,0,2,i,8,input/data/train/images/001152_male_Asian_60/incorrect_mask.jpg
001152,0,2,m,2,input/data/train/images/001152_male_Asian_60/mask2.jpg
001152,0,2,m,2,input/data/train/images/001152_male_Asian_60/mask4.jpg
001152,0,2,m,2,input/data/train/images/001152_male_Asian_60/mask1.jpg
001152,0,2,m,2,input/data/train/images/001152_male_Asian_60/mask5.jpg
001152,0,2,m,2,input/data/train/images/001152_male_Asian_60/mask3.jpg
001384,1,0,n,15,input/data/train/images/001384_female_Asian_22/normal.jpg
001384,1,0,i,9,input/data/train/images/001384_female_Asian_22/incorrect_mask.jpg
001384,1,0,m,3,input/data/train/images/001384_female_Asian_22/mask2.jpg
001384,1,0,m,3,input/data/train/images/001384_female_Asian_22/mask4.jpg
001384,1,0,m,3,input/data/train/images/001384_female_Asian_22/mask1.jpg
001384,1,0,m,3,input/data/train/images/001384_female_Asian_22/mask5.jpg
001384,1,0,m,3,input/data/train/images/001384_female_Asian_22/mask3.jpg
003795,0,1,n,13,input/data/train/images/003795_male_Asian_58/normal.jpg
003795,0,1,i,7,input/data/train/images/003795_male_Asian_58/incorrect_mask.jpg
003795,0,1,m,1,input/data/train/images/003795_male_Asian_58/mask2.jpg
003795,0,1,m,1,input/data/train/images/003795_male_Asian_58/mask4.jpg
003795,0,1,m,1,input/data/train/images/003795_male_Asian_58/mask1.jpg
003795,0,1,m,1,input/data/train/images/003795_male_Asian_58/mask5.jpg
003795,0,1,m,1,input/data/train/images/003795_male_Asian_58/mask3.jpg
003460,1,1,n,16,input/data/train/images/003460_female_Asian_54/normal.jpg
003460,1,1,i,10,input/data/train/images/003460_female_Asian_54/incorrect_mask.jpg
003460,1,1,m,4,input/data/train/images/003460_female_Asian_54/mask2.jpg
003460,1,1,m,4,input/data/train/images/003460_female_Asian_54/mask4.jpg
003460,1,1,m,4,input/data/train/images/003460_female_Asian_54/mask1.jpg
003460,1,1,m,4,input/data/train/images/003460_female_Asian_54/mask5.jpg
003460,1,1,m,4,input/data/train/images/003460_female_Asian_54/mask3.jpg
003458,1,1,n,16,input/data/train/images/003458_female_Asian_46/normal.jpg
003458,1,1,i,10,input/data/train/images/003458_female_Asian_46/incorrect_mask.jpg
003458,1,1,m,4,input/data/train/images/003458_female_Asian_46/mask2.jpg
003458,1,1,m,4,input/data/train/images/003458_female_Asian_46/mask4.jpg
003458,1,1,m,4,input/data/train/images/003458_female_Asian_46/mask1.jpg
003458,1,1,m,4,input/data/train/images/003458_female_Asian_46/mask5.jpg
003458,1,1,m,4,input/data/train/images/003458_female_Asian_46/mask3.jpg
000652,1,1,n,16,input/data/train/images/000652_female_Asian_58/normal.jpg
000652,1,1,i,10,input/data/train/images/000652_female_Asian_58/incorrect_mask.jpg
000652,1,1,m,4,input/data/train/images/000652_female_Asian_58/mask2.jpg
000652,1,1,m,4,input/data/train/images/000652_female_Asian_58/mask4.jpg
000652,1,1,m,4,input/data/train/images/000652_female_Asian_58/mask1.jpg
000652,1,1,m,4,input/data/train/images/000652_female_Asian_58/mask5.jpg
000652,1,1,m,4,input/data/train/images/000652_female_Asian_58/mask3.jpg
000748-1,1,1,n,16,input/data/train/images/000748-1_female_Asian_54/normal.jpg
000748-1,1,1,i,10,input/data/train/images/000748-1_female_Asian_54/incorrect_mask.jpg
000748-1,1,1,m,4,input/data/train/images/000748-1_female_Asian_54/mask2.jpg
000748-1,1,1,m,4,input/data/train/images/000748-1_female_Asian_54/mask4.jpg
000748-1,1,1,m,4,input/data/train/images/000748-1_female_Asian_54/mask1.jpg
000748-1,1,1,m,4,input/data/train/images/000748-1_female_Asian_54/mask5.jpg
000748-1,1,1,m,4,input/data/train/images/000748-1_female_Asian_54/mask3.jpg
000278,1,1,n,16,input/data/train/images/000278_female_Asian_54/normal.jpg
000278,1,1,i,10,input/data/train/images/000278_female_Asian_54/incorrect_mask.jpg
000278,1,1,m,4,input/data/train/images/000278_female_Asian_54/mask2.jpg
000278,1,1,m,4,input/data/train/images/000278_female_Asian_54/mask4.jpg
000278,1,1,m,4,input/data/train/images/000278_female_Asian_54/mask1.jpg
000278,1,1,m,4,input/data/train/images/000278_female_Asian_54/mask5.jpg
000278,1,1,m,4,input/data/train/images/000278_female_Asian_54/mask3.jpg
006737,1,0,n,15,input/data/train/images/006737_female_Asian_19/normal.jpg
006737,1,0,i,9,input/data/train/images/006737_female_Asian_19/incorrect_mask.jpg
006737,1,0,m,3,input/data/train/images/006737_female_Asian_19/mask2.jpg
006737,1,0,m,3,input/data/train/images/006737_female_Asian_19/mask4.jpg
